locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000154045.1_ASM15404v1_02698	CDS	1203	hflK		COG0330	Modulator of FtsH protease HflK
GCF_000154045.1_ASM15404v1_02699	CDS	981	hflC_2		COG0330	Modulator of FtsH protease HflC
GCF_000154045.1_ASM15404v1_02700	CDS	186				hypothetical protein
GCF_000154045.1_ASM15404v1_02701	CDS	1317	purA_2	6.3.4.4	COG0104	Adenylosuccinate synthetase
GCF_000154045.1_ASM15404v1_02702	CDS	636				hypothetical protein
GCF_000154045.1_ASM15404v1_02703	CDS	1185	hmp_2	1.14.12.17	COG1017	Flavohemoprotein
GCF_000154045.1_ASM15404v1_02704	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
GCF_000154045.1_ASM15404v1_02705	CDS	2343	rnr_2	3.1.13.1	COG0557	Ribonuclease R
GCF_000154045.1_ASM15404v1_02706	CDS	1248	rpoS_1			RNA polymerase sigma factor RpoS
GCF_000154045.1_ASM15404v1_02707	CDS	2748				hypothetical protein
GCF_000154045.1_ASM15404v1_02708	CDS	1887	pctB_3		COG0840	Methyl-accepting chemotaxis protein PctB
GCF_000154045.1_ASM15404v1_02709	CDS	765	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
GCF_000154045.1_ASM15404v1_02710	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
GCF_000154045.1_ASM15404v1_02711	CDS	1038	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
GCF_000154045.1_ASM15404v1_02712	CDS	924	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
GCF_000154045.1_ASM15404v1_02713	CDS	2139	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
GCF_000154045.1_ASM15404v1_02714	CDS	2037	cntO_1		COG1629	Metal-pseudopaline receptor CntO
GCF_000154045.1_ASM15404v1_02715	CDS	1212				hypothetical protein
GCF_000154045.1_ASM15404v1_02716	CDS	1833				hypothetical protein
GCF_000154045.1_ASM15404v1_02717	CDS	1206	mdtG			Multidrug resistance protein MdtG
GCF_000154045.1_ASM15404v1_02718	CDS	1830				hypothetical protein
GCF_000154045.1_ASM15404v1_02719	CDS	1203	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
GCF_000154045.1_ASM15404v1_02720	CDS	1245				putative sugar-binding periplasmic protein
GCF_000154045.1_ASM15404v1_02721	CDS	1431	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_000154045.1_ASM15404v1_02722	CDS	681	ompR_2			Transcriptional regulatory protein OmpR
GCF_000154045.1_ASM15404v1_02723	CDS	1443	ptsG_2		COG1263	PTS system glucose-specific EIICB component
GCF_000154045.1_ASM15404v1_02724	CDS	447				hypothetical protein
GCF_000154045.1_ASM15404v1_02725	CDS	1992				hypothetical protein
GCF_000154045.1_ASM15404v1_02726	CDS	990	araH_2		COG1172	L-arabinose transport system permease protein AraH
GCF_000154045.1_ASM15404v1_02727	CDS	1449	araG_2	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
GCF_000154045.1_ASM15404v1_02728	CDS	1002	araF_2		COG1879	L-arabinose-binding periplasmic protein
GCF_000154045.1_ASM15404v1_02729	CDS	345	araB_2	2.7.1.16	COG1069	Ribulokinase
GCF_000154045.1_ASM15404v1_02730	CDS	1341	araB_3	2.7.1.16	COG1069	Ribulokinase
GCF_000154045.1_ASM15404v1_02731	CDS	741	ulaF_2	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
GCF_000154045.1_ASM15404v1_02732	CDS	921	cysD_1	2.7.7.4		Sulfate adenylyltransferase subunit 2
GCF_000154045.1_ASM15404v1_02733	CDS	207				hypothetical protein
GCF_000154045.1_ASM15404v1_02734	CDS	876	ubiI_1	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
GCF_000154045.1_ASM15404v1_02735	CDS	564	pomA_2		COG1291	Chemotaxis protein PomA
GCF_000154045.1_ASM15404v1_02736	CDS	948	motB_2		COG1360	Motility protein B
GCF_000154045.1_ASM15404v1_02737	CDS	1281	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
GCF_000154045.1_ASM15404v1_02738	CDS	627	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GCF_000154045.1_ASM15404v1_02739	CDS	1305	tig	5.2.1.8	COG0544	Trigger factor
GCF_000154045.1_ASM15404v1_02740	CDS	204				hypothetical protein
GCF_000154045.1_ASM15404v1_02741	CDS	534				hypothetical protein
GCF_000154045.1_ASM15404v1_02742	CDS	1233	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
GCF_000154045.1_ASM15404v1_02743	CDS	189				hypothetical protein
GCF_000154045.1_ASM15404v1_02744	CDS	1323	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
GCF_000154045.1_ASM15404v1_02745	CDS	573				hypothetical protein
GCF_000154045.1_ASM15404v1_02746	CDS	999	dctP_1		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
GCF_000154045.1_ASM15404v1_02747	CDS	1470	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
GCF_000154045.1_ASM15404v1_02748	CDS	813				hypothetical protein
GCF_000154045.1_ASM15404v1_02749	CDS	2985				hypothetical protein
GCF_000154045.1_ASM15404v1_02750	CDS	1368	ktrB_2			Ktr system potassium uptake protein B
GCF_000154045.1_ASM15404v1_02751	CDS	663	ktrA_2		COG0569	Ktr system potassium uptake protein A
GCF_000154045.1_ASM15404v1_02752	CDS	1332	rhlE_7	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
GCF_000154045.1_ASM15404v1_02753	CDS	1320				hypothetical protein
GCF_000154045.1_ASM15404v1_02754	CDS	729				hypothetical protein
GCF_000154045.1_ASM15404v1_02755	CDS	1245	ctcP	1.14.19.49		Tetracycline 7-halogenase
GCF_000154045.1_ASM15404v1_02756	CDS	1068	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
GCF_000154045.1_ASM15404v1_02757	CDS	399				hypothetical protein
GCF_000154045.1_ASM15404v1_02758	CDS	729				hypothetical protein
GCF_000154045.1_ASM15404v1_02759	CDS	768				hypothetical protein
GCF_000154045.1_ASM15404v1_02760	CDS	261	acpP_1			Acyl carrier protein
GCF_000154045.1_ASM15404v1_02761	CDS	258	acpP_2			Acyl carrier protein
GCF_000154045.1_ASM15404v1_02762	CDS	561				hypothetical protein
GCF_000154045.1_ASM15404v1_02763	CDS	1401	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
GCF_000154045.1_ASM15404v1_02764	CDS	369				hypothetical protein
GCF_000154045.1_ASM15404v1_02765	CDS	1707				hypothetical protein
GCF_000154045.1_ASM15404v1_02766	CDS	1554	hutH_2	4.3.1.3		Histidine ammonia-lyase
GCF_000154045.1_ASM15404v1_02767	CDS	447		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
GCF_000154045.1_ASM15404v1_02768	CDS	621				hypothetical protein
GCF_000154045.1_ASM15404v1_02769	CDS	2343				hypothetical protein
GCF_000154045.1_ASM15404v1_02770	CDS	612				hypothetical protein
GCF_000154045.1_ASM15404v1_02771	CDS	1188	fabF_4	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_000154045.1_ASM15404v1_02772	CDS	465				hypothetical protein
GCF_000154045.1_ASM15404v1_02773	CDS	726	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GCF_000154045.1_ASM15404v1_02774	CDS	1224	fabF_5	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GCF_000154045.1_ASM15404v1_02775	CDS	1692				hypothetical protein
GCF_000154045.1_ASM15404v1_02776	tRNA	77				tRNA-Arg(tct)
GCF_000154045.1_ASM15404v1_02777	CDS	861	folD			Bifunctional protein FolD protein
GCF_000154045.1_ASM15404v1_02778	CDS	1200	nupX_1		COG1972	Putative nucleoside permease NupX
GCF_000154045.1_ASM15404v1_02779	CDS	945	dmlR_8			HTH-type transcriptional regulator DmlR
GCF_000154045.1_ASM15404v1_02780	CDS	972				Tn3 family transposase TnXax1
GCF_000154045.1_ASM15404v1_02781	CDS	285	ycgL		COG3100	Protein YcgL
GCF_000154045.1_ASM15404v1_02782	CDS	639	gapA_1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
GCF_000154045.1_ASM15404v1_02783	CDS	240				hypothetical protein
GCF_000154045.1_ASM15404v1_02784	CDS	681	thyA_2	2.1.1.45	COG0207	Thymidylate synthase
GCF_000154045.1_ASM15404v1_02785	CDS	1143				hypothetical protein
GCF_000154045.1_ASM15404v1_02786	CDS	480				hypothetical protein
GCF_000154045.1_ASM15404v1_02787	CDS	294				hypothetical protein
GCF_000154045.1_ASM15404v1_02788	CDS	615				hypothetical protein
GCF_000154045.1_ASM15404v1_02789	CDS	1134	hemA_2	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GCF_000154045.1_ASM15404v1_02790	CDS	237				hypothetical protein
GCF_000154045.1_ASM15404v1_02791	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
GCF_000154045.1_ASM15404v1_02792	CDS	537	fieF		COG0053	Ferrous-iron efflux pump FieF
GCF_000154045.1_ASM15404v1_02793	CDS	609	sodA_1	1.15.1.1		Superoxide dismutase [Mn]
GCF_000154045.1_ASM15404v1_02794	CDS	480	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GCF_000154045.1_ASM15404v1_02795	CDS	519				hypothetical protein
GCF_000154045.1_ASM15404v1_02796	CDS	1452	aspA_2	4.3.1.1	COG1027	Aspartate ammonia-lyase
GCF_000154045.1_ASM15404v1_02797	CDS	402				hypothetical protein
GCF_000154045.1_ASM15404v1_02798	CDS	993				hypothetical protein
GCF_000154045.1_ASM15404v1_02799	CDS	1314	licH_5	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
GCF_000154045.1_ASM15404v1_02800	CDS	948	dsdC_3		COG0583	HTH-type transcriptional regulator DsdC
GCF_000154045.1_ASM15404v1_02801	CDS	1086				hypothetical protein
GCF_000154045.1_ASM15404v1_02802	CDS	696				hypothetical protein
GCF_000154045.1_ASM15404v1_02803	CDS	486	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
GCF_000154045.1_ASM15404v1_02804	CDS	687	inhA	4.2.1.103		Isonitrile hydratase
GCF_000154045.1_ASM15404v1_02805	CDS	975	dmlR_9			HTH-type transcriptional regulator DmlR
GCF_000154045.1_ASM15404v1_02806	CDS	540				hypothetical protein
GCF_000154045.1_ASM15404v1_02807	CDS	420				hypothetical protein
GCF_000154045.1_ASM15404v1_02808	CDS	1569	ahpF_2	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
GCF_000154045.1_ASM15404v1_02809	CDS	558	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GCF_000154045.1_ASM15404v1_02810	CDS	459				hypothetical protein
GCF_000154045.1_ASM15404v1_02811	CDS	423	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
GCF_000154045.1_ASM15404v1_02812	CDS	1098				hypothetical protein
GCF_000154045.1_ASM15404v1_02813	CDS	246				hypothetical protein
GCF_000154045.1_ASM15404v1_02814	CDS	840	araC			Arabinose operon regulatory protein
GCF_000154045.1_ASM15404v1_02815	CDS	519				hypothetical protein
GCF_000154045.1_ASM15404v1_02816	CDS	1494	araA	5.3.1.4	COG2160	L-arabinose isomerase
GCF_000154045.1_ASM15404v1_02817	CDS	741	ulaF_3	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
GCF_000154045.1_ASM15404v1_02818	CDS	1704	araB_4	2.7.1.16	COG1069	Ribulokinase
GCF_000154045.1_ASM15404v1_02819	CDS	1002	araF_3		COG1879	L-arabinose-binding periplasmic protein
GCF_000154045.1_ASM15404v1_02820	CDS	1449	araG_3	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
GCF_000154045.1_ASM15404v1_02821	CDS	990	araH_3		COG1172	L-arabinose transport system permease protein AraH
GCF_000154045.1_ASM15404v1_02822	CDS	1992				hypothetical protein
GCF_000154045.1_ASM15404v1_02823	CDS	447				hypothetical protein
GCF_000154045.1_ASM15404v1_02824	CDS	1443	ptsG_3		COG1263	PTS system glucose-specific EIICB component
GCF_000154045.1_ASM15404v1_02825	CDS	708	ompR_3			Transcriptional regulatory protein OmpR
GCF_000154045.1_ASM15404v1_02826	CDS	348	sohB_1	3.4.21.-	COG0616	putative protease SohB
GCF_000154045.1_ASM15404v1_02827	CDS	468	rbsK_2	2.7.1.15	COG0524	Ribokinase
GCF_000154045.1_ASM15404v1_02828	CDS	924	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
GCF_000154045.1_ASM15404v1_02829	CDS	366	yijD			Inner membrane protein YijD
GCF_000154045.1_ASM15404v1_02830	CDS	642	fabR		COG1309	HTH-type transcriptional repressor FabR
GCF_000154045.1_ASM15404v1_02831	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
GCF_000154045.1_ASM15404v1_02832	CDS	1272	dinF		COG0534	DNA damage-inducible protein F
GCF_000154045.1_ASM15404v1_02833	CDS	2427	plsB_1	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
GCF_000154045.1_ASM15404v1_02834	CDS	855	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
GCF_000154045.1_ASM15404v1_02835	CDS	540	ubiC	4.1.3.40		Chorismate pyruvate-lyase
GCF_000154045.1_ASM15404v1_02836	CDS	411				hypothetical protein
GCF_000154045.1_ASM15404v1_02837	CDS	843	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
GCF_000154045.1_ASM15404v1_02838	CDS	321	glpE_3	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
GCF_000154045.1_ASM15404v1_02839	CDS	426				hypothetical protein
GCF_000154045.1_ASM15404v1_02840	CDS	453	dsdC_4		COG0583	HTH-type transcriptional regulator DsdC
GCF_000154045.1_ASM15404v1_02841	CDS	453	gcvA_8			Glycine cleavage system transcriptional activator
GCF_000154045.1_ASM15404v1_02842	CDS	1257	dadA1_3	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
GCF_000154045.1_ASM15404v1_02843	CDS	1548	acp_3			Sodium/proton-dependent alanine carrier protein
GCF_000154045.1_ASM15404v1_02844	CDS	981				hypothetical protein
GCF_000154045.1_ASM15404v1_02845	CDS	591	satP_3		COG1584	Succinate-acetate/proton symporter SatP
GCF_000154045.1_ASM15404v1_02846	CDS	1704				hypothetical protein
GCF_000154045.1_ASM15404v1_02847	CDS	1521				hypothetical protein
GCF_000154045.1_ASM15404v1_02848	CDS	1554	guaA_3	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
GCF_000154045.1_ASM15404v1_02849	CDS	1467	guaB_3	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
GCF_000154045.1_ASM15404v1_02850	CDS	1332	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GCF_000154045.1_ASM15404v1_02851	CDS	225				hypothetical protein
GCF_000154045.1_ASM15404v1_02852	CDS	954				hypothetical protein
GCF_000154045.1_ASM15404v1_02853	CDS	1497	der_1		COG1160	GTPase Der
GCF_000154045.1_ASM15404v1_02854	CDS	1161	bamB		COG1520	Outer membrane protein assembly factor BamB
GCF_000154045.1_ASM15404v1_02855	CDS	615				hypothetical protein
GCF_000154045.1_ASM15404v1_02856	CDS	1269	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
GCF_000154045.1_ASM15404v1_02857	CDS	1119	ispG_2	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GCF_000154045.1_ASM15404v1_02858	CDS	951	rodZ		COG1426	Cytoskeleton protein RodZ
GCF_000154045.1_ASM15404v1_02859	CDS	1128	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
GCF_000154045.1_ASM15404v1_02860	CDS	426	ndk	2.7.4.6		Nucleoside diphosphate kinase
GCF_000154045.1_ASM15404v1_02861	CDS	1299	pepB	3.4.11.23	COG0260	Peptidase B
GCF_000154045.1_ASM15404v1_02862	CDS	195	iscX		COG2975	Protein IscX
GCF_000154045.1_ASM15404v1_02863	CDS	339	fdx		COG0633	2Fe-2S ferredoxin
GCF_000154045.1_ASM15404v1_02864	CDS	1854	hscA_2		COG0443	Chaperone protein HscA
GCF_000154045.1_ASM15404v1_02865	CDS	516	hscB		COG1076	Co-chaperone protein HscB 
GCF_000154045.1_ASM15404v1_02866	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
GCF_000154045.1_ASM15404v1_02867	CDS	477	iscR		COG1959	HTH-type transcriptional regulator IscR
GCF_000154045.1_ASM15404v1_02868	CDS	720	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
GCF_000154045.1_ASM15404v1_02869	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
GCF_000154045.1_ASM15404v1_02870	CDS	948	secF_2		COG0341	Protein translocase subunit SecF
GCF_000154045.1_ASM15404v1_02871	CDS	1824	secD_3		COG0342	Protein translocase subunit SecD
GCF_000154045.1_ASM15404v1_02872	CDS	330	yajC		COG1862	Sec translocon accessory complex subunit YajC
GCF_000154045.1_ASM15404v1_02873	CDS	1134	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
GCF_000154045.1_ASM15404v1_02874	CDS	1053	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
GCF_000154045.1_ASM15404v1_02875	CDS	1149				hypothetical protein
GCF_000154045.1_ASM15404v1_02876	CDS	459	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
GCF_000154045.1_ASM15404v1_02877	CDS	1311	aceA	4.1.3.1	COG2224	Isocitrate lyase
GCF_000154045.1_ASM15404v1_02878	CDS	1629	aceB	2.3.3.9	COG2225	Malate synthase A
GCF_000154045.1_ASM15404v1_02879	CDS	906	oxyR_3			Hydrogen peroxide-inducible genes activator
GCF_000154045.1_ASM15404v1_02880	CDS	612	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GCF_000154045.1_ASM15404v1_02881	CDS	744	cutC			Copper homeostasis protein CutC
GCF_000154045.1_ASM15404v1_02882	CDS	777		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
GCF_000154045.1_ASM15404v1_02883	CDS	699	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
GCF_000154045.1_ASM15404v1_02884	CDS	819	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
GCF_000154045.1_ASM15404v1_02885	CDS	1674				hypothetical protein
GCF_000154045.1_ASM15404v1_02886	CDS	2205				hypothetical protein
GCF_000154045.1_ASM15404v1_02887	CDS	2091	ppk	2.7.4.1	COG0855	Polyphosphate kinase
GCF_000154045.1_ASM15404v1_02888	CDS	1506	ppx	3.6.1.11	COG0248	Exopolyphosphatase
GCF_000154045.1_ASM15404v1_02889	CDS	960	pstS		COG0226	Phosphate-binding protein PstS
GCF_000154045.1_ASM15404v1_02890	CDS	1299	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GCF_000154045.1_ASM15404v1_02891	CDS	690	phoB_4		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GCF_000154045.1_ASM15404v1_02892	CDS	915	rdgC		COG2974	Recombination-associated protein RdgC
GCF_000154045.1_ASM15404v1_02893	CDS	1401	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
GCF_000154045.1_ASM15404v1_02894	CDS	255	yfhL		COG1145	Ferredoxin YfhL
GCF_000154045.1_ASM15404v1_02895	CDS	309				hypothetical protein
GCF_000154045.1_ASM15404v1_02896	CDS	840	mepA_2	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
GCF_000154045.1_ASM15404v1_02897	CDS	333				hypothetical protein
GCF_000154045.1_ASM15404v1_02898	tRNA	77				tRNA-Trp(cca)
GCF_000154045.1_ASM15404v1_02899	tRNA	77				tRNA-Asp(gtc)
GCF_000154045.1_ASM15404v1_02900	rRNA	111				5S ribosomal RNA
GCF_000154045.1_ASM15404v1_02901	tRNA	76				tRNA-Glu(ttc)
GCF_000154045.1_ASM15404v1_02902	tRNA	76				tRNA-Ala(ggc)
GCF_000154045.1_ASM15404v1_02903	rRNA	605				16S ribosomal RNA (partial)
GCF_000154045.1_ASM15404v1_02904	CDS	2574	clpB_2		COG0542	Chaperone protein ClpB
GCF_000154045.1_ASM15404v1_02905	CDS	729	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
GCF_000154045.1_ASM15404v1_02906	CDS	978	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GCF_000154045.1_ASM15404v1_02907	CDS	729	bamD		COG4105	Outer membrane protein assembly factor BamD
GCF_000154045.1_ASM15404v1_02908	CDS	1482	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
GCF_000154045.1_ASM15404v1_02909	CDS	216		3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
GCF_000154045.1_ASM15404v1_02910	CDS	312	trpR_2			Trp operon repressor
GCF_000154045.1_ASM15404v1_02911	CDS	2028	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
GCF_000154045.1_ASM15404v1_02912	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
GCF_000154045.1_ASM15404v1_02913	CDS	369				hypothetical protein
GCF_000154045.1_ASM15404v1_02914	CDS	1002				hypothetical protein
GCF_000154045.1_ASM15404v1_02915	CDS	1128	tyrA_2		COG0287	T-protein
GCF_000154045.1_ASM15404v1_02916	CDS	1074	aroF_5	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
GCF_000154045.1_ASM15404v1_02917	CDS	984	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
GCF_000154045.1_ASM15404v1_02918	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
GCF_000154045.1_ASM15404v1_02919	CDS	927	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
GCF_000154045.1_ASM15404v1_02920	CDS	333				hypothetical protein
GCF_000154045.1_ASM15404v1_02921	CDS	342				hypothetical protein
GCF_000154045.1_ASM15404v1_02922	CDS	1485	cstA		COG1966	Peptide transporter CstA
GCF_000154045.1_ASM15404v1_02923	CDS	1671	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
GCF_000154045.1_ASM15404v1_02924	CDS	729	btsR_2		COG3279	Transcriptional regulatory protein BtsR
GCF_000154045.1_ASM15404v1_02925	CDS	954	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GCF_000154045.1_ASM15404v1_02926	CDS	459	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
GCF_000154045.1_ASM15404v1_02927	CDS	510	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
GCF_000154045.1_ASM15404v1_02928	CDS	2829	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GCF_000154045.1_ASM15404v1_02929	CDS	936	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
GCF_000154045.1_ASM15404v1_02930	CDS	1563	murJ_3		COG0728	putative lipid II flippase MurJ
GCF_000154045.1_ASM15404v1_02931	CDS	177	fabB_2	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
GCF_000154045.1_ASM15404v1_02932	CDS	1158	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
GCF_000154045.1_ASM15404v1_02933	CDS	1014	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
GCF_000154045.1_ASM15404v1_02934	CDS	4143				hypothetical protein
GCF_000154045.1_ASM15404v1_02935	CDS	741	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GCF_000154045.1_ASM15404v1_02936	CDS	297	ygjK_2	3.2.1.-		Glucosidase YgjK
GCF_000154045.1_ASM15404v1_02937	CDS	390	ymdB_2	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
GCF_000154045.1_ASM15404v1_02938	CDS	417	truA_2	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GCF_000154045.1_ASM15404v1_02939	CDS	927	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GCF_000154045.1_ASM15404v1_02940	CDS	1263	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
GCF_000154045.1_ASM15404v1_02941	CDS	252	dedD			Cell division protein DedD
GCF_000154045.1_ASM15404v1_02942	CDS	258	cvpA		COG1286	Colicin V production protein
GCF_000154045.1_ASM15404v1_02943	CDS	1515	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GCF_000154045.1_ASM15404v1_02944	CDS	876	dmlR_10			HTH-type transcriptional regulator DmlR
GCF_000154045.1_ASM15404v1_02945	CDS	1107	rssB_3		COG0784	Regulator of RpoS
GCF_000154045.1_ASM15404v1_02946	CDS	132				hypothetical protein
GCF_000154045.1_ASM15404v1_02947	CDS	405	ybaN		COG2832	Inner membrane protein YbaN
GCF_000154045.1_ASM15404v1_02948	CDS	546	apt	2.4.2.7		Adenine phosphoribosyltransferase
GCF_000154045.1_ASM15404v1_02949	CDS	2136				hypothetical protein
GCF_000154045.1_ASM15404v1_02950	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
GCF_000154045.1_ASM15404v1_02951	CDS	600	recR		COG0353	Recombination protein RecR
GCF_000154045.1_ASM15404v1_02952	CDS	699	aqpZ		COG0580	Aquaporin Z
GCF_000154045.1_ASM15404v1_02953	CDS	1326	dlsT		COG0814	putative serine transporter
GCF_000154045.1_ASM15404v1_02954	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GCF_000154045.1_ASM15404v1_02955	CDS	1278				hypothetical protein
GCF_000154045.1_ASM15404v1_02956	CDS	660	dauR_1		COG2964	Transcriptional regulator DauR
GCF_000154045.1_ASM15404v1_02957	CDS	249				hypothetical protein
GCF_000154045.1_ASM15404v1_02958	CDS	249				hypothetical protein
GCF_000154045.1_ASM15404v1_02959	CDS	441				hypothetical protein
GCF_000154045.1_ASM15404v1_02960	CDS	1680				hypothetical protein
GCF_000154045.1_ASM15404v1_02961	CDS	285	lsrG	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
GCF_000154045.1_ASM15404v1_02962	CDS	396	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
GCF_000154045.1_ASM15404v1_02963	CDS	300				hypothetical protein
GCF_000154045.1_ASM15404v1_02964	CDS	1578				hypothetical protein
GCF_000154045.1_ASM15404v1_02965	CDS	360				hypothetical protein
GCF_000154045.1_ASM15404v1_02966	CDS	948				hypothetical protein
GCF_000154045.1_ASM15404v1_02967	CDS	837	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
GCF_000154045.1_ASM15404v1_02968	CDS	2037				hypothetical protein
GCF_000154045.1_ASM15404v1_02969	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
