locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000182345.1_ASM18234v1_02653	CDS	1431	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
GCF_000182345.1_ASM18234v1_02654	CDS	1725				hypothetical protein
GCF_000182345.1_ASM18234v1_02655	CDS	618	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
GCF_000182345.1_ASM18234v1_02656	CDS	906				hypothetical protein
GCF_000182345.1_ASM18234v1_02657	CDS	105				hypothetical protein
GCF_000182345.1_ASM18234v1_02658	CDS	495				hypothetical protein
GCF_000182345.1_ASM18234v1_02659	CDS	1260				hypothetical protein
GCF_000182345.1_ASM18234v1_02660	CDS	729			COG1136	putative ABC transporter ATP-binding protein
GCF_000182345.1_ASM18234v1_02661	CDS	630				hypothetical protein
GCF_000182345.1_ASM18234v1_02662	CDS	300				hypothetical protein
GCF_000182345.1_ASM18234v1_02663	CDS	552	ytfJ_2		COG3054	putative protein YtfJ
GCF_000182345.1_ASM18234v1_02664	CDS	201				hypothetical protein
GCF_000182345.1_ASM18234v1_02665	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
GCF_000182345.1_ASM18234v1_02666	CDS	1713	tamA		COG0729	Translocation and assembly module subunit TamA
GCF_000182345.1_ASM18234v1_02667	CDS	3768	tamB		COG2911	Translocation and assembly module subunit TamB
GCF_000182345.1_ASM18234v1_02668	CDS	348	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
GCF_000182345.1_ASM18234v1_02669	CDS	363				hypothetical protein
GCF_000182345.1_ASM18234v1_02670	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
GCF_000182345.1_ASM18234v1_02671	CDS	1017	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
GCF_000182345.1_ASM18234v1_02672	CDS	1359	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
GCF_000182345.1_ASM18234v1_02673	CDS	639	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
GCF_000182345.1_ASM18234v1_02674	CDS	993	thiB		COG4143	Thiamine-binding periplasmic protein
GCF_000182345.1_ASM18234v1_02675	CDS	1551				hypothetical protein
GCF_000182345.1_ASM18234v1_02676	CDS	705	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
GCF_000182345.1_ASM18234v1_02677	CDS	438	uspF		COG0589	Universal stress protein F
GCF_000182345.1_ASM18234v1_02678	CDS	2580				hypothetical protein
GCF_000182345.1_ASM18234v1_02679	CDS	969				hypothetical protein
GCF_000182345.1_ASM18234v1_02680	CDS	477	argR			Arginine repressor
GCF_000182345.1_ASM18234v1_02681	CDS	936	mdh	1.1.1.37	COG0039	Malate dehydrogenase
GCF_000182345.1_ASM18234v1_02682	CDS	192				hypothetical protein
GCF_000182345.1_ASM18234v1_02683	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
GCF_000182345.1_ASM18234v1_02684	tRNA	76				tRNA-Ala(tgc)
GCF_000182345.1_ASM18234v1_02685	tRNA	76				tRNA-Val(tac)
GCF_000182345.1_ASM18234v1_02686	rRNA	2888				23S ribosomal RNA
GCF_000182345.1_ASM18234v1_02687	rRNA	111				5S ribosomal RNA
GCF_000182345.1_ASM18234v1_02688	tRNA	91				tRNA-Ser(tga)
GCF_000182345.1_ASM18234v1_02689	CDS	357	yibL			putative protein YibL
GCF_000182345.1_ASM18234v1_02690	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GCF_000182345.1_ASM18234v1_02691	CDS	483				hypothetical protein
GCF_000182345.1_ASM18234v1_02692	CDS	711	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
GCF_000182345.1_ASM18234v1_02693	CDS	954	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
GCF_000182345.1_ASM18234v1_02694	CDS	666	cpxR_1		COG0745	Transcriptional regulatory protein CpxR
GCF_000182345.1_ASM18234v1_02695	CDS	1374	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_000182345.1_ASM18234v1_02696	CDS	2094	cntO_1			Metal-pseudopaline receptor CntO
GCF_000182345.1_ASM18234v1_02697	CDS	759				hypothetical protein
GCF_000182345.1_ASM18234v1_02698	CDS	1368	tolQ_2			Tol-Pal system protein TolQ
GCF_000182345.1_ASM18234v1_02699	CDS	555				hypothetical protein
GCF_000182345.1_ASM18234v1_02700	CDS	405	tolR_2			Tol-Pal system protein TolR
GCF_000182345.1_ASM18234v1_02701	CDS	651				hypothetical protein
GCF_000182345.1_ASM18234v1_02702	CDS	1173				hypothetical protein
GCF_000182345.1_ASM18234v1_02703	CDS	630				hypothetical protein
GCF_000182345.1_ASM18234v1_02704	CDS	540				hypothetical protein
GCF_000182345.1_ASM18234v1_02705	CDS	831				hypothetical protein
GCF_000182345.1_ASM18234v1_02706	CDS	321				hypothetical protein
GCF_000182345.1_ASM18234v1_02707	CDS	555				hypothetical protein
GCF_000182345.1_ASM18234v1_02708	CDS	843				hypothetical protein
GCF_000182345.1_ASM18234v1_02709	CDS	735	mntB		COG1121	Manganese transport system ATP-binding protein MntB
GCF_000182345.1_ASM18234v1_02710	CDS	876	znuB_1		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GCF_000182345.1_ASM18234v1_02711	CDS	828				hypothetical protein
GCF_000182345.1_ASM18234v1_02712	CDS	1050				hypothetical protein
GCF_000182345.1_ASM18234v1_02713	CDS	2166	ptrB_1	3.4.21.83	COG1770	Protease 2
GCF_000182345.1_ASM18234v1_02714	CDS	1206	emrD			Multidrug resistance protein D
GCF_000182345.1_ASM18234v1_02715	CDS	105				hypothetical protein
GCF_000182345.1_ASM18234v1_02716	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
GCF_000182345.1_ASM18234v1_02717	CDS	1911	speA	4.1.1.19		Biosynthetic arginine decarboxylase
GCF_000182345.1_ASM18234v1_02718	CDS	945				hypothetical protein
GCF_000182345.1_ASM18234v1_02719	CDS	1083				hypothetical protein
GCF_000182345.1_ASM18234v1_02720	CDS	2424	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
GCF_000182345.1_ASM18234v1_02721	CDS	423	pflA_2	1.97.1.4		Pyruvate formate-lyase-activating enzyme
GCF_000182345.1_ASM18234v1_02722	CDS	1092	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
GCF_000182345.1_ASM18234v1_02723	CDS	753	nucA	3.1.30.-		Nuclease
GCF_000182345.1_ASM18234v1_02724	CDS	783	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
GCF_000182345.1_ASM18234v1_02725	CDS	1362	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
GCF_000182345.1_ASM18234v1_02726	CDS	1566				hypothetical protein
GCF_000182345.1_ASM18234v1_02727	CDS	2283				hypothetical protein
GCF_000182345.1_ASM18234v1_02728	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GCF_000182345.1_ASM18234v1_02729	CDS	546	syd			Protein Syd
GCF_000182345.1_ASM18234v1_02730	CDS	777				hypothetical protein
GCF_000182345.1_ASM18234v1_02731	CDS	810	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
GCF_000182345.1_ASM18234v1_02732	CDS	678	metI		COG2011	D-methionine transport system permease protein MetI
GCF_000182345.1_ASM18234v1_02733	CDS	1035	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GCF_000182345.1_ASM18234v1_02734	CDS	552	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
GCF_000182345.1_ASM18234v1_02735	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
GCF_000182345.1_ASM18234v1_02736	CDS	1425	treB		COG1263	PTS system trehalose-specific EIIBC component
GCF_000182345.1_ASM18234v1_02737	CDS	1686	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
GCF_000182345.1_ASM18234v1_02738	CDS	900				hypothetical protein
GCF_000182345.1_ASM18234v1_02739	CDS	1521				hypothetical protein
GCF_000182345.1_ASM18234v1_02740	CDS	618				hypothetical protein
GCF_000182345.1_ASM18234v1_02741	CDS	1251	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GCF_000182345.1_ASM18234v1_02742	CDS	441	lipA	2.8.1.8	COG0320	Lipoyl synthase
GCF_000182345.1_ASM18234v1_02743	CDS	180				hypothetical protein
GCF_000182345.1_ASM18234v1_02744	CDS	717	arcA_1		COG0745	Aerobic respiration control protein ArcA
GCF_000182345.1_ASM18234v1_02745	CDS	408				hypothetical protein
GCF_000182345.1_ASM18234v1_02746	CDS	483		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
GCF_000182345.1_ASM18234v1_02747	CDS	471				hypothetical protein
GCF_000182345.1_ASM18234v1_02748	CDS	2460	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
GCF_000182345.1_ASM18234v1_02749	CDS	957	thrB	2.7.1.39	COG0083	Homoserine kinase
GCF_000182345.1_ASM18234v1_02750	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
GCF_000182345.1_ASM18234v1_02751	CDS	378	grcA		COG3445	Autonomous glycyl radical cofactor
GCF_000182345.1_ASM18234v1_02752	CDS	888	nfo	3.1.21.2	COG0648	Endonuclease 4
GCF_000182345.1_ASM18234v1_02753	CDS	681	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
GCF_000182345.1_ASM18234v1_02754	CDS	504				hypothetical protein
GCF_000182345.1_ASM18234v1_02755	CDS	744				hypothetical protein
GCF_000182345.1_ASM18234v1_02756	CDS	2703	adhE		COG1012	Aldehyde-alcohol dehydrogenase
GCF_000182345.1_ASM18234v1_02757	CDS	639				hypothetical protein
GCF_000182345.1_ASM18234v1_02758	CDS	858				hypothetical protein
GCF_000182345.1_ASM18234v1_02759	CDS	1116	asd1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 1
GCF_000182345.1_ASM18234v1_02760	CDS	1434	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
GCF_000182345.1_ASM18234v1_02761	CDS	1164				hypothetical protein
GCF_000182345.1_ASM18234v1_02762	CDS	1290				hypothetical protein
GCF_000182345.1_ASM18234v1_02763	CDS	999	yejK		COG3081	Nucleoid-associated protein YejK
GCF_000182345.1_ASM18234v1_02764	CDS	228				hypothetical protein
GCF_000182345.1_ASM18234v1_02765	CDS	1809	yejM_2		COG3083	Inner membrane protein YejM
GCF_000182345.1_ASM18234v1_02766	tRNA	91				tRNA-Ser(tga)
GCF_000182345.1_ASM18234v1_02767	CDS	1338	xerC_2			Tyrosine recombinase XerC
GCF_000182345.1_ASM18234v1_02768	CDS	384				hypothetical protein
GCF_000182345.1_ASM18234v1_02769	CDS	198				hypothetical protein
GCF_000182345.1_ASM18234v1_02770	CDS	1221				hypothetical protein
GCF_000182345.1_ASM18234v1_02771	CDS	2166				hypothetical protein
GCF_000182345.1_ASM18234v1_02772	CDS	1113	xerC_3			Tyrosine recombinase XerC
GCF_000182345.1_ASM18234v1_02773	CDS	174				hypothetical protein
GCF_000182345.1_ASM18234v1_02774	CDS	1515				hypothetical protein
GCF_000182345.1_ASM18234v1_02775	CDS	1020	smc_2			Chromosome partition protein Smc
GCF_000182345.1_ASM18234v1_02776	CDS	606				hypothetical protein
GCF_000182345.1_ASM18234v1_02777	CDS	2508				hypothetical protein
GCF_000182345.1_ASM18234v1_02778	CDS	1842				hypothetical protein
GCF_000182345.1_ASM18234v1_02779	CDS	255				hypothetical protein
GCF_000182345.1_ASM18234v1_02780	CDS	909				hypothetical protein
GCF_000182345.1_ASM18234v1_02781	CDS	690				hypothetical protein
GCF_000182345.1_ASM18234v1_02782	CDS	207				hypothetical protein
GCF_000182345.1_ASM18234v1_02783	CDS	1965	topB	5.6.2.1	COG0550	DNA topoisomerase 3
GCF_000182345.1_ASM18234v1_02784	CDS	549	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
GCF_000182345.1_ASM18234v1_02785	CDS	2013	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
GCF_000182345.1_ASM18234v1_02786	CDS	1851	sppA	3.4.21.-	COG0616	Protease 4
GCF_000182345.1_ASM18234v1_02787	CDS	1140	ansA	3.5.1.1	COG0252	L-asparaginase 1
GCF_000182345.1_ASM18234v1_02788	CDS	285				hypothetical protein
GCF_000182345.1_ASM18234v1_02789	CDS	822				hypothetical protein
GCF_000182345.1_ASM18234v1_02790	CDS	411	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
GCF_000182345.1_ASM18234v1_02791	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
GCF_000182345.1_ASM18234v1_02792	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
GCF_000182345.1_ASM18234v1_02793	CDS	2037				hypothetical protein
GCF_000182345.1_ASM18234v1_02794	CDS	837	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
GCF_000182345.1_ASM18234v1_02795	CDS	948				hypothetical protein
GCF_000182345.1_ASM18234v1_02796	CDS	360				hypothetical protein
GCF_000182345.1_ASM18234v1_02797	CDS	1578				hypothetical protein
GCF_000182345.1_ASM18234v1_02798	CDS	300				hypothetical protein
GCF_000182345.1_ASM18234v1_02799	CDS	396	gloA_3	4.4.1.5	COG0346	Lactoylglutathione lyase
GCF_000182345.1_ASM18234v1_02800	CDS	285	lsrG	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
GCF_000182345.1_ASM18234v1_02801	CDS	1680				hypothetical protein
GCF_000182345.1_ASM18234v1_02802	CDS	441				hypothetical protein
GCF_000182345.1_ASM18234v1_02803	CDS	249				hypothetical protein
GCF_000182345.1_ASM18234v1_02804	CDS	249				hypothetical protein
GCF_000182345.1_ASM18234v1_02805	CDS	660	dauR		COG2964	Transcriptional regulator DauR
GCF_000182345.1_ASM18234v1_02806	CDS	1278				hypothetical protein
GCF_000182345.1_ASM18234v1_02807	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
GCF_000182345.1_ASM18234v1_02808	CDS	1326	dlsT		COG0814	putative serine transporter
GCF_000182345.1_ASM18234v1_02809	CDS	699	aqpZ		COG0580	Aquaporin Z
GCF_000182345.1_ASM18234v1_02810	CDS	600	recR		COG0353	Recombination protein RecR
GCF_000182345.1_ASM18234v1_02811	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
GCF_000182345.1_ASM18234v1_02812	CDS	2136				hypothetical protein
GCF_000182345.1_ASM18234v1_02813	CDS	546	apt	2.4.2.7		Adenine phosphoribosyltransferase
GCF_000182345.1_ASM18234v1_02814	CDS	405	ybaN		COG2832	Inner membrane protein YbaN
GCF_000182345.1_ASM18234v1_02815	CDS	132				hypothetical protein
GCF_000182345.1_ASM18234v1_02816	CDS	1107	rssB_3		COG0784	Regulator of RpoS
GCF_000182345.1_ASM18234v1_02817	CDS	876	dmlR_6			HTH-type transcriptional regulator DmlR
GCF_000182345.1_ASM18234v1_02818	CDS	1515	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GCF_000182345.1_ASM18234v1_02819	CDS	492	cvpA		COG1286	Colicin V production protein
GCF_000182345.1_ASM18234v1_02820	CDS	609	dedD			Cell division protein DedD
GCF_000182345.1_ASM18234v1_02821	CDS	1263	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
GCF_000182345.1_ASM18234v1_02822	CDS	927	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GCF_000182345.1_ASM18234v1_02823	CDS	795	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GCF_000182345.1_ASM18234v1_02824	CDS	4143				hypothetical protein
GCF_000182345.1_ASM18234v1_02825	CDS	1014	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
GCF_000182345.1_ASM18234v1_02826	CDS	1158	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
GCF_000182345.1_ASM18234v1_02827	CDS	1212	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
GCF_000182345.1_ASM18234v1_02828	CDS	2115	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
GCF_000182345.1_ASM18234v1_02829	CDS	525				hypothetical protein
GCF_000182345.1_ASM18234v1_02830	CDS	264				hypothetical protein
GCF_000182345.1_ASM18234v1_02831	CDS	531	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
GCF_000182345.1_ASM18234v1_02832	CDS	624				hypothetical protein
GCF_000182345.1_ASM18234v1_02833	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
GCF_000182345.1_ASM18234v1_02834	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
GCF_000182345.1_ASM18234v1_02835	CDS	531	mutS2	3.1.-.-		Endonuclease MutS2
GCF_000182345.1_ASM18234v1_02836	CDS	465	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
GCF_000182345.1_ASM18234v1_02837	CDS	2778	ptrA	3.4.24.55	COG1025	Protease 3
GCF_000182345.1_ASM18234v1_02838	CDS	255				hypothetical protein
GCF_000182345.1_ASM18234v1_02839	CDS	2112	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
GCF_000182345.1_ASM18234v1_02840	CDS	1308	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
GCF_000182345.1_ASM18234v1_02841	CDS	576	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
GCF_000182345.1_ASM18234v1_02842	CDS	729				hypothetical protein
GCF_000182345.1_ASM18234v1_02843	CDS	1251	fadL_2		COG2067	Long-chain fatty acid transport protein
GCF_000182345.1_ASM18234v1_02844	CDS	1320			COG2067	47 kDa outer membrane protein
GCF_000182345.1_ASM18234v1_02845	CDS	777	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
GCF_000182345.1_ASM18234v1_02846	CDS	1218				hypothetical protein
GCF_000182345.1_ASM18234v1_02847	CDS	486				hypothetical protein
GCF_000182345.1_ASM18234v1_02848	CDS	555	dsbE_2		COG0526	Thiol:disulfide interchange protein DsbE
GCF_000182345.1_ASM18234v1_02849	CDS	1977	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
GCF_000182345.1_ASM18234v1_02850	CDS	486	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
GCF_000182345.1_ASM18234v1_02851	CDS	207				hypothetical protein
GCF_000182345.1_ASM18234v1_02852	CDS	744	ccmC		COG0755	Heme exporter protein C
GCF_000182345.1_ASM18234v1_02853	CDS	669	ccmB		COG2386	Heme exporter protein B
GCF_000182345.1_ASM18234v1_02854	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
GCF_000182345.1_ASM18234v1_02855	CDS	492				hypothetical protein
GCF_000182345.1_ASM18234v1_02856	CDS	495	cheW		COG0835	Chemotaxis protein CheW
GCF_000182345.1_ASM18234v1_02857	CDS	1119				hypothetical protein
GCF_000182345.1_ASM18234v1_02858	CDS	780	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GCF_000182345.1_ASM18234v1_02859	CDS	1110	cheB1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 1
GCF_000182345.1_ASM18234v1_02860	CDS	2235				hypothetical protein
GCF_000182345.1_ASM18234v1_02861	CDS	741	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
GCF_000182345.1_ASM18234v1_02862	CDS	381	cheY		COG0784	Chemotaxis protein CheY
GCF_000182345.1_ASM18234v1_02863	CDS	399	fliA		COG1191	RNA polymerase sigma factor FliA
GCF_000182345.1_ASM18234v1_02864	CDS	426	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
GCF_000182345.1_ASM18234v1_02865	CDS	1734				hypothetical protein
GCF_000182345.1_ASM18234v1_02866	CDS	420	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
GCF_000182345.1_ASM18234v1_02867	CDS	414				hypothetical protein
GCF_000182345.1_ASM18234v1_02868	CDS	468				hypothetical protein
GCF_000182345.1_ASM18234v1_02869	CDS	381				hypothetical protein
GCF_000182345.1_ASM18234v1_02870	CDS	219				hypothetical protein
GCF_000182345.1_ASM18234v1_02871	CDS	828				hypothetical protein
GCF_000182345.1_ASM18234v1_02872	CDS	750				hypothetical protein
GCF_000182345.1_ASM18234v1_02873	CDS	909	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
GCF_000182345.1_ASM18234v1_02874	CDS	267				hypothetical protein
GCF_000182345.1_ASM18234v1_02875	CDS	1779				hypothetical protein
GCF_000182345.1_ASM18234v1_02876	CDS	588	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
GCF_000182345.1_ASM18234v1_02877	CDS	720	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GCF_000182345.1_ASM18234v1_02878	CDS	699	tupB		COG4662	Tungstate uptake system permease protein TupB
GCF_000182345.1_ASM18234v1_02879	CDS	819	tupA			Tungstate-binding protein TupA
GCF_000182345.1_ASM18234v1_02880	CDS	1452	atoC_2		COG2204	Regulatory protein AtoC
GCF_000182345.1_ASM18234v1_02881	CDS	2040	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_000182345.1_ASM18234v1_02882	CDS	1593	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
GCF_000182345.1_ASM18234v1_02883	CDS	120				hypothetical protein
GCF_000182345.1_ASM18234v1_02884	CDS	834	fdhD_1		COG1526	Sulfur carrier protein FdhD
GCF_000182345.1_ASM18234v1_02885	CDS	465				hypothetical protein
GCF_000182345.1_ASM18234v1_02886	CDS	630				hypothetical protein
GCF_000182345.1_ASM18234v1_02887	CDS	1662	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GCF_000182345.1_ASM18234v1_02888	CDS	627	torD_2			Chaperone protein TorD
GCF_000182345.1_ASM18234v1_02889	CDS	201				hypothetical protein
GCF_000182345.1_ASM18234v1_02890	CDS	2856	napA_2	1.9.6.1		Periplasmic nitrate reductase
GCF_000182345.1_ASM18234v1_02891	CDS	609	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
GCF_000182345.1_ASM18234v1_02892	CDS	1053				hypothetical protein
GCF_000182345.1_ASM18234v1_02893	CDS	417				hypothetical protein
GCF_000182345.1_ASM18234v1_02894	CDS	4146				hypothetical protein
GCF_000182345.1_ASM18234v1_02895	CDS	372				hypothetical protein
GCF_000182345.1_ASM18234v1_02896	CDS	345				hypothetical protein
GCF_000182345.1_ASM18234v1_02897	CDS	900				hypothetical protein
GCF_000182345.1_ASM18234v1_02898	CDS	138				hypothetical protein
GCF_000182345.1_ASM18234v1_02899	CDS	900				hypothetical protein
GCF_000182345.1_ASM18234v1_02900	CDS	1221	amtB			Ammonia channel
GCF_000182345.1_ASM18234v1_02901	CDS	180				hypothetical protein
GCF_000182345.1_ASM18234v1_02902	CDS	2634	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
GCF_000182345.1_ASM18234v1_02903	CDS	570	damX_2			Cell division protein DamX
GCF_000182345.1_ASM18234v1_02904	CDS	990	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
GCF_000182345.1_ASM18234v1_02905	CDS	390				hypothetical protein
GCF_000182345.1_ASM18234v1_02906	CDS	312	yciH		COG0023	putative protein YciH
GCF_000182345.1_ASM18234v1_02907	CDS	429				hypothetical protein
GCF_000182345.1_ASM18234v1_02908	CDS	1050				hypothetical protein
GCF_000182345.1_ASM18234v1_02909	CDS	186				hypothetical protein
GCF_000182345.1_ASM18234v1_02910	CDS	228				hypothetical protein
GCF_000182345.1_ASM18234v1_02911	CDS	420				hypothetical protein
GCF_000182345.1_ASM18234v1_02912	CDS	1113				hypothetical protein
GCF_000182345.1_ASM18234v1_02913	CDS	717				hypothetical protein
GCF_000182345.1_ASM18234v1_02914	CDS	495				hypothetical protein
GCF_000182345.1_ASM18234v1_02915	CDS	387				hypothetical protein
GCF_000182345.1_ASM18234v1_02916	CDS	207				hypothetical protein
GCF_000182345.1_ASM18234v1_02917	CDS	144				hypothetical protein
GCF_000182345.1_ASM18234v1_02918	CDS	312				hypothetical protein
GCF_000182345.1_ASM18234v1_02919	CDS	828				hypothetical protein
GCF_000182345.1_ASM18234v1_02920	CDS	129				hypothetical protein
GCF_000182345.1_ASM18234v1_02921	CDS	759				hypothetical protein
GCF_000182345.1_ASM18234v1_02922	CDS	453				hypothetical protein
GCF_000182345.1_ASM18234v1_02923	CDS	534				hypothetical protein
GCF_000182345.1_ASM18234v1_02924	CDS	312				hypothetical protein
GCF_000182345.1_ASM18234v1_02925	CDS	156				hypothetical protein
GCF_000182345.1_ASM18234v1_02926	CDS	1818				hypothetical protein
GCF_000182345.1_ASM18234v1_02927	CDS	297				hypothetical protein
GCF_000182345.1_ASM18234v1_02928	CDS	192				hypothetical protein
GCF_000182345.1_ASM18234v1_02929	CDS	264				hypothetical protein
GCF_000182345.1_ASM18234v1_02930	CDS	204				hypothetical protein
GCF_000182345.1_ASM18234v1_02931	CDS	369				hypothetical protein
GCF_000182345.1_ASM18234v1_02932	CDS	834				hypothetical protein
GCF_000182345.1_ASM18234v1_02933	CDS	213				hypothetical protein
GCF_000182345.1_ASM18234v1_02934	CDS	390	uspA_1		COG0589	Universal stress protein A
GCF_000182345.1_ASM18234v1_02935	CDS	159				hypothetical protein
GCF_000182345.1_ASM18234v1_02936	CDS	1122				hypothetical protein
GCF_000182345.1_ASM18234v1_02937	CDS	882				hypothetical protein
GCF_000182345.1_ASM18234v1_02938	CDS	663	walR		COG0745	Transcriptional regulatory protein WalR
GCF_000182345.1_ASM18234v1_02939	CDS	1455				hypothetical protein
GCF_000182345.1_ASM18234v1_02940	CDS	1377	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
GCF_000182345.1_ASM18234v1_02941	CDS	1557	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
GCF_000182345.1_ASM18234v1_02942	CDS	282				hypothetical protein
GCF_000182345.1_ASM18234v1_02943	CDS	369				hypothetical protein
GCF_000182345.1_ASM18234v1_02944	CDS	1245				hypothetical protein
GCF_000182345.1_ASM18234v1_02945	CDS	990				hypothetical protein
GCF_000182345.1_ASM18234v1_02946	CDS	960	rssB_4			Regulator of RpoS
GCF_000182345.1_ASM18234v1_02947	CDS	438				hypothetical protein
GCF_000182345.1_ASM18234v1_02948	CDS	1107	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
GCF_000182345.1_ASM18234v1_02949	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
GCF_000182345.1_ASM18234v1_02950	CDS	756	modA		COG0725	Molybdate-binding protein ModA
GCF_000182345.1_ASM18234v1_02951	CDS	1452	cobQ			Cobyric acid synthase
GCF_000182345.1_ASM18234v1_02952	CDS	372				hypothetical protein
GCF_000182345.1_ASM18234v1_02953	CDS	537				hypothetical protein
GCF_000182345.1_ASM18234v1_02954	CDS	561				hypothetical protein
