Biosample_ID,Isolation_Source,Host_Source,Description_Source,Label,genome_ID
SAMN07338022,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373345.1_ASM637334v1
SAMN07338021,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373365.1_ASM637336v1
SAMN07338020,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373375.1_ASM637337v1
SAMN07338018,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373385.1_ASM637338v1
SAMN07338019,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373395.1_ASM637339v1
SAMN07338017,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373455.1_ASM637345v1
SAMN07338016,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373465.1_ASM637346v1
SAMN07338015,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373495.1_ASM637349v1
SAMN07338013,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373505.1_ASM637350v1
SAMN07338014,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373515.1_ASM637351v1
SAMN07338011,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373545.1_ASM637354v1
SAMN07338012,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373555.1_ASM637355v1
SAMN07338010,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373585.1_ASM637358v1
SAMN07338009,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373615.1_ASM637361v1
SAMN07338008,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373625.1_ASM637362v1
SAMN07338000,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373635.1_ASM637363v1
SAMN07337998,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373645.1_ASM637364v1
SAMN07337986,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373675.1_ASM637367v1
SAMN07337985,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373705.1_ASM637370v1
SAMN07337981,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373715.1_ASM637371v1
SAMN07337978,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373735.1_ASM637373v1
SAMN07338007,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373775.1_ASM637377v1
SAMN07338005,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373785.1_ASM637378v1
SAMN07338002,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373815.1_ASM637381v1
SAMN07337999,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373825.1_ASM637382v1
SAMN07337994,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373845.1_ASM637384v1
SAMN07337993,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373875.1_ASM637387v1
SAMN07337991,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373885.1_ASM637388v1
SAMN07337992,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373905.1_ASM637390v1
SAMN07337990,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373935.1_ASM637393v1
SAMN07337989,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373945.1_ASM637394v1
SAMN07338006,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373955.1_ASM637395v1
SAMN07337987,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373975.1_ASM637397v1
SAMN07338004,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006373995.1_ASM637399v1
SAMN07338003,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374035.1_ASM637403v1
SAMN07337997,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374045.1_ASM637404v1
SAMN07337995,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374055.1_ASM637405v1
SAMN07338001,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374075.1_ASM637407v1
SAMN07337996,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374095.1_ASM637409v1
SAMN07337988,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374125.1_ASM637412v1
SAMN07337984,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374135.1_ASM637413v1
SAMN07337983,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374155.1_ASM637415v1
SAMN07337982,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374185.1_ASM637418v1
SAMN07337980,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374215.1_ASM637421v1
SAMN07337979,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374225.1_ASM637422v1
SAMN07337975,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374245.1_ASM637424v1
SAMN07337973,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374255.1_ASM637425v1
SAMN07337972,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374285.1_ASM637428v1
SAMN07337971,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374305.1_ASM637430v1
SAMN07337962,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374335.1_ASM637433v1
SAMN07337967,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374345.1_ASM637434v1
SAMN07337956,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374355.1_ASM637435v1
SAMN07337951,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374375.1_ASM637437v1
SAMN07337950,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374395.1_ASM637439v1
SAMN07337946,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374405.1_ASM637440v1
SAMN07337941,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374415.1_ASM637441v1
SAMN07337935,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374465.1_ASM637446v1
SAMN07337974,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374495.1_ASM637449v1
SAMN07337970,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374505.1_ASM637450v1
SAMN07337968,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374545.1_ASM637454v1
SAMN07337963,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374555.1_ASM637455v1
SAMN07337961,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374585.1_ASM637458v1
SAMN07337960,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374595.1_ASM637459v1
SAMN07337959,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374605.1_ASM637460v1
SAMN07337958,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374635.1_ASM637463v1
SAMN07337955,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374665.1_ASM637466v1
SAMN07337953,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374675.1_ASM637467v1
SAMN07337954,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374695.1_ASM637469v1
SAMN07337943,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374735.1_ASM637473v1
SAMN07337952,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374745.1_ASM637474v1
SAMN07337928,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374755.1_ASM637475v1
SAMN07337977,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374775.1_ASM637477v1
SAMN07337969,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374805.1_ASM637480v1
SAMN07337966,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374815.1_ASM637481v1
SAMN07337965,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374845.1_ASM637484v1
SAMN07337964,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374865.1_ASM637486v1
SAMN07337957,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374875.1_ASM637487v1
SAMN07337949,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374895.1_ASM637489v1
SAMN07337948,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374915.1_ASM637491v1
SAMN07337947,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374925.1_ASM637492v1
SAMN07337945,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374955.1_ASM637495v1
SAMN07337944,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006374995.1_ASM637499v1
SAMN07337938,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375005.1_ASM637500v1
SAMN07337942,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375025.1_ASM637502v1
SAMN07337932,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375035.1_ASM637503v1
SAMN07337934,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375045.1_ASM637504v1
SAMN07337927,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375075.1_ASM637507v1
SAMN07337937,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375115.1_ASM637511v1
SAMN07337933,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375125.1_ASM637512v1
SAMN07337915,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375135.1_ASM637513v1
SAMN07337939,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375165.1_ASM637516v1
SAMN07337936,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375175.1_ASM637517v1
SAMN07337925,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375195.1_ASM637519v1
SAMN07337929,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375205.1_ASM637520v1
SAMN07337924,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375215.1_ASM637521v1
SAMN07337916,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375275.1_ASM637527v1
SAMN07337909,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375285.1_ASM637528v1
SAMN07337940,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375315.1_ASM637531v1
SAMN07337931,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375325.1_ASM637532v1
SAMN07337930,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375335.1_ASM637533v1
SAMN07337920,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375385.1_ASM637538v1
SAMN07337923,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375395.1_ASM637539v1
SAMN07337921,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375405.1_ASM637540v1
SAMN07337919,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375445.1_ASM637544v1
SAMN07337918,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375455.1_ASM637545v1
SAMN07337914,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375495.1_ASM637549v1
SAMN07337912,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375515.1_ASM637551v1
SAMN07337911,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375525.1_ASM637552v1
SAMN07337907,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375555.1_ASM637555v1
SAMN07337904,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006375565.1_ASM637556v1
SAMN07337908,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376705.1_ASM637670v1
SAMN07337906,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376745.1_ASM637674v1
SAMN07337902,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376755.1_ASM637675v1
SAMN07337897,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376765.1_ASM637676v1
SAMN07337898,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376775.1_ASM637677v1
SAMN07337894,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376815.1_ASM637681v1
SAMN07337892,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376835.1_ASM637683v1
SAMN07337913,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376855.1_ASM637685v1
SAMN07337910,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376875.1_ASM637687v1
SAMN07337901,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376895.1_ASM637689v1
SAMN07337905,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376905.1_ASM637690v1
SAMN07337900,Shellfish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376915.1_ASM637691v1
SAMN07337896,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376975.1_ASM637697v1
SAMN07337903,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376985.1_ASM637698v1
SAMN07337895,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006376995.1_ASM637699v1
SAMN07337899,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377005.1_ASM637700v1
SAMN07337891,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377025.1_ASM637702v1
SAMN07337889,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377075.1_ASM637707v1
SAMN07337881,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377085.1_ASM637708v1
SAMN07337888,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377095.1_ASM637709v1
SAMN07337879,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377105.1_ASM637710v1
SAMN07337884,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377115.1_ASM637711v1
SAMN07337877,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377145.1_ASM637714v1
SAMN07337872,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377195.1_ASM637719v1
SAMN07337859,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377205.1_ASM637720v1
SAMN07337887,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377225.1_ASM637722v1
SAMN07337876,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377265.1_ASM637726v1
SAMN07337870,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377285.1_ASM637728v1
SAMN07337873,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377295.1_ASM637729v1
SAMN07337871,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377305.1_ASM637730v1
SAMN07337867,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377345.1_ASM637734v1
SAMN07337890,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377375.1_ASM637737v1
SAMN07337883,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377385.1_ASM637738v1
SAMN07337882,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377395.1_ASM637739v1
SAMN07337885,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377405.1_ASM637740v1
SAMN07337886,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377445.1_ASM637744v1
SAMN07337880,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377455.1_ASM637745v1
SAMN07337878,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377475.1_ASM637747v1
SAMN07337875,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377495.1_ASM637749v1
SAMN07337874,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377535.1_ASM637753v1
SAMN07337869,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377545.1_ASM637754v1
SAMN07337868,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377565.1_ASM637756v1
SAMN07337864,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006377575.1_ASM637757v1
SAMN07337855,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378615.1_ASM637861v1
SAMN07337857,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378635.1_ASM637863v1
SAMN07337865,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378655.1_ASM637865v1
SAMN07337851,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378675.1_ASM637867v1
SAMN07337846,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378705.1_ASM637870v1
SAMN07337844,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378715.1_ASM637871v1
SAMN07337866,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378765.1_ASM637876v1
SAMN07337861,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378785.1_ASM637878v1
SAMN07337860,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378795.1_ASM637879v1
SAMN07337862,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378805.1_ASM637880v1
SAMN07337858,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378835.1_ASM637883v1
SAMN07337852,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378855.1_ASM637885v1
SAMN07337847,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378865.1_ASM637886v1
SAMN07337845,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378875.1_ASM637887v1
SAMN07337856,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378935.1_ASM637893v1
SAMN07337853,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378945.1_ASM637894v1
SAMN07337854,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378955.1_ASM637895v1
SAMN07337850,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378975.1_ASM637897v1
SAMN07337849,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006378995.1_ASM637899v1
SAMN07337848,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006379005.1_ASM637900v1
SAMN07337922,fish,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006381675.1_ASM638167v1
SAMN07337863,water,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_006381695.1_ASM638169v1
SAMN09742603,shrimp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_006382625.1_ASM638262v1
SAMN09742605,Turbot,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_006382635.1_ASM638263v1
SAMN09742604,hairtail,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_006382645.1_ASM638264v1
SAMN09742599,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382695.1_ASM638269v1
SAMN09742598,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382705.1_ASM638270v1
SAMN09742595,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382735.1_ASM638273v1
SAMN09742593,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382765.1_ASM638276v1
SAMN09742591,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382785.1_ASM638278v1
SAMN09742590,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382805.1_ASM638280v1
SAMN09742592,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382825.1_ASM638282v1
SAMN09742587,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382855.1_ASM638285v1
SAMN09742586,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382865.1_ASM638286v1
SAMN09742596,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382885.1_ASM638288v1
SAMN09742583,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382895.1_ASM638289v1
SAMN09742602,black carp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_006382925.1_ASM638292v1
SAMN09742584,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382955.1_ASM638295v1
SAMN09742594,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382965.1_ASM638296v1
SAMN09742581,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006382975.1_ASM638297v1
SAMN09742589,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383155.1_ASM638315v1
SAMN09742588,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383165.1_ASM638316v1
SAMN09742585,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383215.1_ASM638321v1
SAMN09742580,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383225.1_ASM638322v1
SAMN09742577,clinic,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_006383245.1_ASM638324v1
